year,month,day,gender,death,state,causes
1986,12,13,F,4474,tamil nadhu,accident
1986,12,13,M,4766,tamil nadhu,accident
1986,12,14,F,4641,tamil nadhu,accident
1986,12,14,M,4918,tamil nadhu,accident
1986,12,15,F,4684,tamil nadhu,accident
1986,12,15,M,4832,tamil nadhu,accident
1986,12,16,F,4597,tamil nadhu,accident
1986,12,16,M,4853,tamil nadhu,accident
1986,12,17,F,4906,andra pradesh,accident
1986,12,17,M,4984,andra pradesh,accident
1986,12,18,F,3918,andra pradesh,accident
1986,12,18,M,4063,andra pradesh,accident
1986,12,19,F,3633,andra pradesh,accident
1986,12,19,M,3872,andra pradesh,suicide
1986,12,20,F,4755,andra pradesh,suicide
1986,12,20,M,5027,andra pradesh,suicide
1986,12,21,F,4644,andra pradesh,suicide
1986,12,21,M,5132,andra pradesh,suicide
1986,12,22,F,4244,andra pradesh,suicide
1986,12,22,M,4350,andra pradesh,suicide
1986,12,23,F,3890,andra pradesh,suicide
1986,12,23,M,4214,andra pradesh,suicide
1986,12,24,F,3708,andra pradesh,suicide
1986,12,24,M,3813,andra pradesh,suicide
1986,12,25,F,3564,andra pradesh,suicide
1986,12,25,M,3621,andra pradesh,suicide
1986,12,26,F,3628,andra pradesh,suicide
1986,12,26,M,3982,andra pradesh,suicide
1986,12,27,F,4426,andra pradesh,suicide
1986,12,27,M,4916,andra pradesh,suicide
1986,12,28,F,4905,andra pradesh,suicide
1986,12,28,M,5210,andra pradesh,suicide
1986,12,29,F,4974,andra pradesh,suicide
1986,12,29,M,5114,andra pradesh,suicide
1986,12,30,F,4744,andra pradesh,suicide
1986,12,30,M,5107,andra pradesh,suicide
1986,12,31,F,4342,andra pradesh,homicide
1986,12,31,M,4622,andra pradesh,homicide
1987,1,1,F,3561,andra pradesh,homicide
1987,1,1,M,3855,andra pradesh,homicide
1987,1,2,F,3616,andra pradesh,homicide
1987,1,2,M,3851,andra pradesh,homicide
1987,1,3,F,4182,andra pradesh,homicide
1987,1,3,M,4521,andra pradesh,homicide
1987,1,4,F,4514,andra pradesh,homicide
1987,1,4,M,4590,andra pradesh,homicide
1987,1,5,F,4293,andra pradesh,homicide
1987,1,5,M,4691,andra pradesh,homicide
1987,1,6,F,4334,andra pradesh,homicide
1987,1,6,M,4637,andra pradesh,homicide
1987,1,7,F,4358,andra pradesh,homicide
1987,1,7,M,4854,andra pradesh,homicide
1987,1,8,F,3836,andra pradesh,homicide
1987,1,8,M,4177,andra pradesh,homicide
1987,1,9,F,3763,andra pradesh,homicide
1987,1,9,M,3798,andra pradesh,homicide
1987,1,10,F,4430,andra pradesh,homicide
1987,1,10,M,4712,andra pradesh,homicide
1987,1,11,F,4515,andra pradesh,natural
1987,1,11,M,4665,andra pradesh,natural
1987,1,12,F,4505,andra pradesh,natural
1987,1,12,M,4752,andra pradesh,natural
1987,1,13,F,4600,andra pradesh,natural
1987,1,13,M,4850,andra pradesh,natural
1987,1,14,F,4578,andra pradesh,natural
1987,1,14,M,4739,andra pradesh,natural
1987,1,15,F,3891,andra pradesh,natural
1987,1,15,M,4152,andra pradesh,natural
1987,1,16,F,3719,andra pradesh,natural
1987,1,16,M,3947,andra pradesh,natural
1987,1,17,F,4657,andra pradesh,natural
1987,1,17,M,4739,andra pradesh,natural
1987,1,18,F,4768,andra pradesh,natural
1987,1,18,M,4860,andra pradesh,natural
1987,1,19,F,4595,andra pradesh,natural
1987,1,19,M,4578,andra pradesh,natural
1987,1,20,F,4526,andra pradesh,natural
1987,1,20,M,4703,andra pradesh,natural
1987,1,21,F,4604,andra pradesh,natural
1987,1,21,M,4787,andra pradesh,accident
1987,1,22,F,4050,andra pradesh,accident
1987,1,22,M,4118,andra pradesh,accident
1987,1,23,F,3740,andra pradesh,accident
1987,1,23,M,3880,andra pradesh,accident
1987,1,24,F,4438,andra pradesh,accident
1987,1,24,M,4808,andra pradesh,accident
1987,1,25,F,4745,andra pradesh,accident
1987,1,25,M,4830,andra pradesh,accident
1987,1,26,F,4470,andra pradesh,accident
1987,1,26,M,4800,andra pradesh,accident
1987,1,27,F,4607,andra pradesh,accident
1987,1,27,M,4732,andra pradesh,accident
1987,1,28,F,4566,andra pradesh,accident
1987,1,28,M,4856,andra pradesh,accident
1987,1,29,F,3897,andra pradesh,accident
1987,1,29,M,4144,andra pradesh,accident
1987,1,30,F,3763,andra pradesh,accident
1987,1,30,M,4006,andra pradesh,accident
1987,1,31,F,4568,andra pradesh,accident
1987,1,31,M,4683,andra pradesh,accident
1987,2,1,F,4653,andra pradesh,accident
1987,2,1,M,4833,andra pradesh,suicide
1987,2,2,F,4481,andra pradesh,suicide
1987,2,2,M,4552,andra pradesh,suicide
1987,2,3,F,4483,andra pradesh,suicide
1987,2,3,M,4761,andra pradesh,suicide
1987,2,4,F,4600,andra pradesh,suicide
1987,2,4,M,4820,andra pradesh,suicide
1987,2,5,F,4082,andra pradesh,suicide
1987,2,5,M,4095,andra pradesh,suicide
1987,2,6,F,3717,andra pradesh,suicide
1987,2,6,M,3976,andra pradesh,suicide
1987,2,7,F,4410,andra pradesh,suicide
1987,2,7,M,4712,andra pradesh,suicide
1987,2,8,F,4428,andra pradesh,suicide
1987,2,8,M,4667,andra pradesh,suicide
1987,2,9,F,4531,andra pradesh,suicide
1987,2,9,M,4737,andra pradesh,homicide
1987,2,10,F,4611,andra pradesh,homicide
1987,2,10,M,4925,andra pradesh,homicide
1987,2,11,F,4588,andra pradesh,homicide
1987,2,11,M,4883,andra pradesh,homicide
1987,2,12,F,4124,andra pradesh,homicide
1987,2,12,M,4368,andra pradesh,homicide
1987,2,13,F,4022,andra pradesh,homicide
1987,2,13,M,4063,andra pradesh,homicide
1987,2,14,F,4761,andra pradesh,homicide
1987,2,14,M,5072,andra pradesh,homicide
1987,2,15,F,4812,andra pradesh,homicide
1987,2,15,M,4903,andra pradesh,homicide
1987,2,16,F,4529,andra pradesh,homicide
1987,2,16,M,4890,andra pradesh,homicide
1987,2,17,F,4720,andra pradesh,homicide
1987,2,17,M,4845,andra pradesh,homicide
1987,2,18,F,4617,andra pradesh,homicide
1987,2,18,M,4879,andra pradesh,homicide
1987,2,19,F,4116,andra pradesh,natural
1987,2,19,M,4059,andra pradesh,natural
1987,2,20,F,3898,andra pradesh,natural
1987,2,20,M,4112,andra pradesh,natural
1987,2,21,F,4488,andra pradesh,natural
1987,2,21,M,4624,andra pradesh,natural
1987,2,22,F,4803,andra pradesh,natural
1987,2,22,M,5024,andra pradesh,natural
1987,2,23,F,4638,andra pradesh,natural
1987,2,23,M,4991,andra pradesh,natural
1987,2,24,F,4656,andra pradesh,natural
1987,2,24,M,4794,andra pradesh,natural
1987,2,25,F,4573,andra pradesh,natural
1987,2,25,M,5075,andra pradesh,natural
1987,2,26,F,4144,odisha,natural
1987,2,26,M,4381,odisha,natural
1987,2,27,F,3848,odisha,natural
1987,2,27,M,4056,odisha,natural
1987,2,28,F,4580,odisha,natural
1987,2,28,M,4781,odisha,natural
1987,2,29,F,3,odisha,accident
1987,2,30,F,4,odisha,accident
1987,2,31,F,1,odisha,accident
1987,3,1,F,4712,odisha,accident
1987,3,1,M,5123,odisha,accident
1987,3,2,F,4591,odisha,accident
1987,3,2,M,4856,odisha,accident
1987,3,3,F,4785,odisha,accident
1987,3,3,M,4758,odisha,accident
1987,3,4,F,4785,odisha,accident
1987,3,4,M,4992,odisha,accident
1987,3,5,F,4036,odisha,accident
1987,3,5,M,4316,odisha,accident
1987,3,6,F,3760,odisha,accident
1987,3,6,M,4024,odisha,accident
1987,3,7,F,4598,odisha,accident
1987,3,7,M,4761,odisha,accident
1987,3,8,F,4865,odisha,accident
1987,3,8,M,5168,odisha,suicide
1987,3,9,F,4608,odisha,suicide
1987,3,9,M,4748,odisha,suicide
1987,3,10,F,4592,odisha,suicide
1987,3,10,M,4764,odisha,suicide
1987,3,11,F,4579,odisha,suicide
1987,3,11,M,4918,odisha,suicide
1987,3,12,F,4053,odisha,suicide
1987,3,12,M,4213,odisha,suicide
1987,3,13,F,3937,odisha,suicide
1987,3,13,M,4001,odisha,suicide
1987,3,14,F,4505,odisha,suicide
1987,3,14,M,4873,odisha,suicide
1987,3,15,F,4703,odisha,suicide
1987,3,15,M,4981,odisha,suicide
1987,3,16,F,4635,odisha,suicide
1987,3,16,M,4832,odisha,suicide
1987,3,17,F,4589,odisha,homicide
1987,3,17,M,4723,odisha,homicide
1987,3,18,F,4447,odisha,homicide
1987,3,18,M,4813,odisha,homicide
1987,3,19,F,4015,odisha,homicide
1987,3,19,M,4155,odisha,homicide
1987,3,20,F,3818,odisha,homicide
1987,3,20,M,4018,odisha,homicide
1987,3,21,F,4498,odisha,homicide
1987,3,21,M,4584,odisha,homicide
1987,3,22,F,4676,odisha,homicide
1987,3,22,M,4858,odisha,homicide
1987,3,23,F,4545,odisha,homicide
1987,3,23,M,4627,odisha,homicide
1987,3,24,F,4494,tirpura,homicide
1987,3,24,M,4761,tirpura,homicide
1987,3,25,F,4574,tirpura,homicide
1987,3,25,M,4771,tirpura,homicide
1987,3,26,F,3866,tirpura,homicide
1987,3,26,M,4093,tirpura,natural
1987,3,27,F,3671,tirpura,natural
1987,3,27,M,4098,tirpura,natural
1987,3,28,F,4487,tirpura,natural
1987,3,28,M,4810,tirpura,natural
1987,3,29,F,4656,tirpura,natural
1987,3,29,M,4993,tirpura,natural
1987,3,30,F,4526,tirpura,natural
1987,3,30,M,4884,tirpura,natural
1987,3,31,F,4590,tirpura,natural
1987,3,31,M,4855,tirpura,natural
1987,4,1,F,4420,tirpura,accident
1987,4,1,M,4577,tirpura,accident
1987,4,2,F,3937,tirpura,accident
1987,4,2,M,4121,tirpura,accident
1987,4,3,F,3881,tirpura,accident
1987,4,3,M,4075,tirpura,accident
1987,4,4,F,4617,tirpura,accident
1987,4,4,M,4669,tirpura,accident
1987,4,5,F,4662,tirpura,accident
1987,4,5,M,4844,tirpura,accident
1987,4,6,F,4424,tirpura,accident
1987,4,6,M,4705,tirpura,accident
1987,4,7,F,4360,assam,accident
1987,4,7,M,4788,assam,accident
1987,4,8,F,4448,assam,accident
1987,4,8,M,4543,assam,accident
1987,4,9,F,3727,assam,accident
1987,4,9,M,4007,assam,accident
1987,4,10,F,3577,assam,accident
1987,4,10,M,3799,assam,accident
1987,4,11,F,4391,assam,suicide
1987,4,11,M,4580,assam,suicide
1987,4,12,F,4658,assam,suicide
1987,4,12,M,5018,assam,suicide
1987,4,13,F,4493,assam,suicide
1987,4,13,M,4723,assam,suicide
1987,4,14,F,4431,assam,suicide
1987,4,14,M,4670,assam,suicide
1987,4,15,F,4411,assam,suicide
1987,4,15,M,4888,assam,suicide
1987,4,16,F,3962,assam,suicide
1987,4,16,M,4077,assam,suicide
1987,4,17,F,3693,assam,suicide
1987,4,17,M,3900,assam,suicide
1987,4,18,F,4475,assam,suicide
1987,4,18,M,4882,assam,suicide
1987,4,19,F,4668,assam,suicide
1987,4,19,M,5023,assam,suicide
1987,4,20,F,4614,assam,suicide
1987,4,20,M,4653,assam,suicide
1987,4,21,F,4431,assam,suicide
1987,4,21,M,4713,assam,suicide
1987,4,22,F,4532,assam,homicide
1987,4,22,M,4626,assam,homicide
1987,4,23,F,3862,assam,homicide
1987,4,23,M,4057,assam,homicide
1987,4,24,F,3530,assam,homicide
1987,4,24,M,3672,assam,homicide
1987,4,25,F,4434,assam,homicide
1987,4,25,M,4577,assam,homicide
1987,4,26,F,4623,assam,homicide
1987,4,26,M,4809,assam,homicide
1987,4,27,F,4232,assam,homicide
1987,4,27,M,4591,assam,homicide
1987,4,28,F,4354,assam,homicide
1987,4,28,M,4630,assam,homicide
1987,4,29,F,4274,assam,homicide
1987,4,29,M,4657,assam,homicide
1987,4,30,F,3794,assam,homicide
1987,4,30,M,4072,assam,homicide
1987,4,31,F,1,assam,homicide
1987,5,1,F,3666,assam,natural
1987,5,1,M,3968,assam,natural
1987,5,2,F,4584,assam,natural
1987,5,2,M,4801,assam,natural
1987,5,3,F,4489,assam,natural
1987,5,3,M,4955,assam,natural
1987,5,4,F,4502,assam,natural
1987,5,4,M,4895,assam,natural
1987,5,5,F,4587,assam,natural
1987,5,5,M,4799,assam,natural
1987,5,6,F,4505,assam,natural
1987,5,6,M,5030,assam,natural
1987,5,7,F,3868,assam,natural
1987,5,7,M,4214,assam,natural
1987,5,8,F,3676,assam,natural
1987,5,8,M,3967,assam,natural
1987,5,9,F,4227,assam,natural
1987,5,9,M,4622,assam,natural
1987,5,10,F,4544,assam,natural
1987,5,10,M,4860,assam,accident
1987,5,11,F,4235,assam,accident
1987,5,11,M,4657,assam,accident
1987,5,12,F,4537,assam,accident
1987,5,12,M,4673,assam,accident
1987,5,13,F,4625,assam,accident
1987,5,13,M,4689,assam,accident
1987,5,14,F,3949,assam,accident
1987,5,14,M,4159,assam,accident
1987,5,15,F,3664,assam,accident
1987,5,15,M,3857,assam,accident
1987,5,16,F,4539,assam,accident
1987,5,16,M,4950,assam,accident
1987,5,17,F,4670,assam,accident
1987,5,17,M,4972,assam,suicide
1987,5,18,F,4537,assam,suicide
1987,5,18,M,4876,assam,suicide
1987,5,19,F,4453,assam,suicide
1987,5,19,M,4790,assam,suicide
1987,5,20,F,4717,assam,suicide
1987,5,20,M,4737,assam,suicide
1987,5,21,F,3809,assam,suicide
1987,5,21,M,4085,assam,suicide
1987,5,22,F,3831,assam,suicide
1987,5,22,M,3900,assam,suicide
1987,5,23,F,4585,assam,suicide
1987,5,23,M,4836,assam,suicide
1987,5,24,F,4579,assam,suicide
1987,5,24,M,5024,assam,suicide
1987,5,25,F,4662,assam,suicide
1987,5,25,M,4866,assam,suicide
1987,5,26,F,4556,assam,homicide
1987,5,26,M,4812,assam,homicide
1987,5,27,F,4584,assam,homicide
1987,5,27,M,5025,assam,homicide
1987,5,28,F,3968,assam,homicide
1987,5,28,M,4116,assam,homicide
1987,5,29,F,3790,assam,homicide
1987,5,29,M,3954,assam,homicide
1987,5,30,F,3742,assam,homicide
1987,5,30,M,4003,assam,homicide
1987,5,31,F,4635,assam,homicide
1987,5,31,M,4762,assam,homicide
1987,6,1,F,4789,punjab,homicide
1987,6,1,M,4879,punjab,homicide
1987,6,2,F,4489,punjab,homicide
1987,6,2,M,4855,punjab,homicide
1987,6,3,F,4566,punjab,natural
1987,6,3,M,4859,punjab,natural
1987,6,4,F,3942,punjab,natural
1987,6,4,M,4107,punjab,natural
1987,6,5,F,3878,punjab,natural
1987,6,5,M,4011,punjab,natural
1987,6,6,F,4629,punjab,natural
1987,6,6,M,4645,punjab,natural
1987,6,7,F,4658,punjab,natural
1987,6,7,M,4889,punjab,natural
1987,6,8,F,4418,punjab,natural
1987,6,8,M,4787,punjab,natural
1987,6,9,F,4570,punjab,natural
1987,6,9,M,4823,punjab,natural
1987,6,10,F,4461,punjab,natural
1987,6,10,M,4776,punjab,natural
1987,6,11,F,3938,punjab,natural
1987,6,11,M,4082,punjab,natural
1987,6,12,F,3691,punjab,natural
1987,6,12,M,3922,punjab,natural
1987,6,13,F,4465,punjab,natural
1987,6,13,M,4864,punjab,accident
1987,6,14,F,4677,punjab,accident
1987,6,14,M,4952,punjab,accident
1987,6,15,F,4651,punjab,accident
1987,6,15,M,4888,punjab,accident
1987,6,16,F,4785,punjab,accident
1987,6,16,M,4951,punjab,accident
1987,6,17,F,4693,punjab,accident
1987,6,17,M,5053,punjab,accident
1987,6,18,F,4030,punjab,accident
1987,6,18,M,4197,punjab,accident
1987,6,19,F,3855,punjab,accident
1987,6,19,M,3940,punjab,accident
1987,6,20,F,4725,punjab,accident
1987,6,20,M,4803,punjab,accident
1987,6,21,F,4667,punjab,accident
1987,6,21,M,5001,punjab,accident
1987,6,22,F,4566,punjab,accident
1987,6,22,M,4857,punjab,suicide
1987,6,23,F,4472,punjab,suicide
1987,6,23,M,5017,punjab,suicide
1987,6,24,F,4647,punjab,suicide
1987,6,24,M,4965,punjab,suicide
1987,6,25,F,3997,punjab,suicide
1987,6,25,M,4341,punjab,suicide
1987,6,26,F,3909,punjab,suicide
1987,6,26,M,4129,punjab,suicide
1987,6,27,F,4613,punjab,suicide
1987,6,27,M,5044,punjab,suicide
1987,6,28,F,4793,punjab,suicide
1987,6,28,M,5201,punjab,suicide
1987,6,29,F,4740,punjab,suicide
1987,6,29,M,4995,punjab,suicide
1987,6,30,F,4670,punjab,suicide
1987,6,30,M,4942,punjab,homicide
1987,6,31,F,2,punjab,homicide
1987,6,31,M,2,punjab,homicide
1987,7,1,F,4757,punjab,homicide
1987,7,1,M,4989,punjab,homicide
1987,7,2,F,4036,punjab,homicide
1987,7,2,M,4275,punjab,homicide
1987,7,3,F,3888,punjab,homicide
1987,7,3,M,3973,punjab,homicide
1987,7,4,F,4083,punjab,homicide
1987,7,4,M,4088,punjab,homicide
1987,7,5,F,4642,punjab,homicide
1987,7,5,M,5006,punjab,homicide
1987,7,6,F,5073,punjab,homicide
1987,7,6,M,5460,punjab,homicide
1987,7,7,F,5118,punjab,homicide
1987,7,7,M,5306,punjab,natural
1987,7,8,F,5073,punjab,natural
1987,7,8,M,5161,punjab,natural
1987,7,9,F,4272,punjab,natural
1987,7,9,M,4521,punjab,natural
1987,7,10,F,3917,punjab,natural
1987,7,10,M,4066,punjab,natural
1987,7,11,F,4636,punjab,natural
1987,7,11,M,4954,punjab,natural
1987,7,12,F,4867,punjab,natural
1987,7,12,M,5130,punjab,natural
1987,7,13,F,4839,punjab,natural
1987,7,13,M,5081,punjab,natural
1987,7,14,F,4869,punjab,natural
1987,7,14,M,5185,punjab,natural
1987,7,15,F,4942,punjab,natural
1987,7,15,M,5234,punjab,natural
1987,7,16,F,4234,punjab,natural
1987,7,16,M,4433,punjab,natural
1987,7,17,F,3878,punjab,natural
1987,7,17,M,4180,punjab,natural
1987,7,18,F,4708,punjab,natural
1987,7,18,M,5073,punjab,natural
1987,7,19,F,4943,punjab,natural
1987,7,19,M,5230,punjab,natural
1987,7,20,F,4923,punjab,natural
1987,7,20,M,5209,punjab,natural
1987,7,21,F,4820,punjab,natural
1987,7,21,M,5058,punjab,natural
1987,7,22,F,5001,punjab,natural
1987,7,22,M,5179,punjab,natural
1987,7,23,F,4135,punjab,natural
1987,7,23,M,4353,punjab,natural
1987,7,24,F,3951,punjab,natural
1987,7,24,M,4235,punjab,natural
1987,7,25,F,4661,punjab,accident
1987,7,25,M,5110,punjab,accident
1987,7,26,F,4977,punjab,accident
1987,7,26,M,5151,punjab,accident
1987,7,27,F,4642,punjab,accident
1987,7,27,M,5046,punjab,accident
1987,7,28,F,4778,punjab,accident
1987,7,28,M,5048,punjab,accident
1987,7,29,F,4894,punjab,accident
1987,7,29,M,5190,punjab,accident
1987,7,30,F,4314,punjab,accident
1987,7,30,M,4503,punjab,accident
1987,7,31,F,3949,punjab,accident
1987,7,31,M,4274,punjab,accident
1987,8,1,F,4715,gujarath,accident
1987,8,1,M,5095,gujarath,suicide
1987,8,2,F,5065,gujarath,suicide
1987,8,2,M,5216,gujarath,suicide
1987,8,3,F,4755,gujarath,suicide
1987,8,3,M,5135,gujarath,suicide
1987,8,4,F,4874,gujarath,suicide
1987,8,4,M,4946,gujarath,suicide
1987,8,5,F,5044,gujarath,suicide
1987,8,5,M,5256,gujarath,suicide
1987,8,6,F,4326,gujarath,suicide
1987,8,6,M,4482,gujarath,suicide
1987,8,7,F,4109,gujarath,suicide
1987,8,7,M,4292,gujarath,suicide
1987,8,8,F,4763,gujarath,suicide
1987,8,8,M,5192,gujarath,suicide
1987,8,9,F,4930,gujarath,suicide
1987,8,9,M,5342,gujarath,suicide
1987,8,10,F,5000,gujarath,suicide
1987,8,10,M,5212,gujarath,suicide
1987,8,11,F,4834,gujarath,suicide
1987,8,11,M,4926,gujarath,suicide
1987,8,12,F,4896,gujarath,suicide
1987,8,12,M,5203,gujarath,suicide
1987,8,13,F,4181,gujarath,suicide
1987,8,13,M,4488,gujarath,suicide
1987,8,14,F,4075,gujarath,suicide
1987,8,14,M,4170,gujarath,suicide
1987,8,15,F,4816,gujarath,suicide
1987,8,15,M,5036,gujarath,suicide
1987,8,16,F,5039,gujarath,suicide
1987,8,16,M,5320,gujarath,homicide
1987,8,17,F,4840,gujarath,homicide
1987,8,17,M,5068,gujarath,homicide
1987,8,18,F,4776,gujarath,homicide
1987,8,18,M,5080,gujarath,homicide
1987,8,19,F,5049,gujarath,homicide
1987,8,19,M,4954,gujarath,homicide
1987,8,20,F,4120,gujarath,homicide
1987,8,20,M,4411,gujarath,homicide
1987,8,21,F,4101,gujarath,homicide
1987,8,21,M,4268,gujarath,homicide
1987,8,22,F,4852,gujarath,homicide
1987,8,22,M,5126,gujarath,homicide
1987,8,23,F,5029,gujarath,homicide
1987,8,23,M,5384,gujarath,homicide
1987,8,24,F,4983,gujarath,homicide
1987,8,24,M,5135,gujarath,homicide
1987,8,25,F,4912,gujarath,homicide
1987,8,25,M,5110,gujarath,homicide
1987,8,26,F,4781,gujarath,homicide
1987,8,26,M,5146,gujarath,homicide
1987,8,27,F,4256,gujarath,natural
1987,8,27,M,4565,gujarath,natural
1987,8,28,F,4138,gujarath,natural
1987,8,28,M,4426,gujarath,natural
1987,8,29,F,4800,gujarath,natural
1987,8,29,M,5076,gujarath,natural
1987,8,30,F,4991,gujarath,natural
1987,8,30,M,5427,gujarath,natural
1987,8,31,F,5059,gujarath,natural
1987,8,31,M,5094,gujarath,natural
1987,9,1,F,4875,gujarath,natural
1987,9,1,M,5077,gujarath,natural
1987,9,2,F,5031,gujarath,natural
1987,9,2,M,5156,gujarath,natural
1987,9,3,F,4167,gujarath,natural
1987,9,3,M,4466,gujarath,natural
1987,9,4,F,4018,gujarath,natural
1987,9,4,M,4130,gujarath,natural
1987,9,5,F,4155,gujarath,natural
1987,9,5,M,4183,gujarath,natural
1987,9,6,F,4909,gujarath,natural
1987,9,6,M,5186,gujarath,natural
1987,9,7,F,5058,gujarath,natural
1987,9,7,M,5272,gujarath,natural
1987,9,8,F,4806,gujarath,natural
1987,9,8,M,5314,gujarath,natural
1987,9,9,F,5040,gujarath,natural
1987,9,9,M,5254,gujarath,natural
1987,9,10,F,4204,gujarath,natural
1987,9,10,M,4567,gujarath,accident
1987,9,11,F,4089,gujarath,accident
1987,9,11,M,4291,gujarath,accident
1987,9,12,F,4946,gujarath,accident
1987,9,12,M,5052,gujarath,accident
1987,9,13,F,4938,gujarath,accident
1987,9,13,M,5239,gujarath,accident
1987,9,14,F,5055,gujarath,accident
1987,9,14,M,5168,gujarath,accident
1987,9,15,F,4981,gujarath,accident
1987,9,15,M,5180,gujarath,accident
1987,9,16,F,5130,gujarath,accident
1987,9,16,M,5360,gujarath,accident
1987,9,17,F,4588,gujarath,accident
1987,9,17,M,4573,gujarath,accident
1987,9,18,F,4168,gujarath,accident
1987,9,18,M,4560,gujarath,suicide
1987,9,19,F,5121,gujarath,suicide
1987,9,19,M,5157,gujarath,suicide
1987,9,20,F,5302,gujarath,suicide
1987,9,20,M,5345,gujarath,suicide
1987,9,21,F,5006,gujarath,suicide
1987,9,21,M,5386,gujarath,suicide
1987,9,22,F,4906,gujarath,suicide
1987,9,22,M,5134,gujarath,suicide
1987,9,23,F,5053,gujarath,suicide
1987,9,23,M,5275,gujarath,suicide
1987,9,24,F,4382,gujarath,suicide
1987,9,24,M,4621,gujarath,suicide
1987,9,25,F,4202,gujarath,homicide
1987,9,25,M,4415,gujarath,homicide
1987,9,26,F,5008,gujarath,homicide
1987,9,26,M,5371,gujarath,homicide
1987,9,27,F,5229,gujarath,homicide
1987,9,27,M,5299,gujarath,homicide
1987,9,28,F,4960,gujarath,homicide
1987,9,28,M,5140,gujarath,homicide
1987,9,29,F,5018,gujarath,homicide
1987,9,29,M,5062,gujarath,homicide
1987,9,30,F,4992,gujarath,homicide
1987,9,30,M,5354,gujarath,homicide
1987,9,31,F,3,gujarath,homicide
1987,9,31,M,6,gujarath,homicide
1987,10,1,F,4446,gujarath,natural
1987,10,1,M,4588,gujarath,natural
1987,10,2,F,4169,gujarath,natural
1987,10,2,M,4448,gujarath,natural
1987,10,3,F,4922,gujarath,natural
1987,10,3,M,5088,gujarath,natural
1987,10,4,F,4926,gujarath,natural
1987,10,4,M,5250,gujarath,natural
1987,10,5,F,4847,gujarath,natural
1987,10,5,M,4957,gujarath,natural
1987,10,6,F,4762,gujarath,natural
1987,10,6,M,5064,gujarath,natural
1987,10,7,F,4836,gujarath,natural
1987,10,7,M,5136,gujarath,natural
1987,10,8,F,4122,gujarath,natural
1987,10,8,M,4438,gujarath,natural
1987,10,9,F,4077,gujarath,natural
1987,10,9,M,4243,gujarath,natural
1987,10,10,F,4797,gujarath,natural
1987,10,10,M,4849,gujarath,natural
1987,10,11,F,4798,gujarath,natural
1987,10,11,M,5131,gujarath,natural
1987,10,12,F,4769,gujarath,natural
1987,10,12,M,4874,gujarath,natural
1987,10,13,F,4693,gujarath,natural
1987,10,13,M,4899,gujarath,natural
1987,10,14,F,4712,gujarath,natural
1987,10,14,M,4913,gujarath,natural
1987,10,15,F,4146,gujarath,natural
1987,10,15,M,4242,gujarath,natural
1987,10,16,F,4048,gujarath,natural
1987,10,16,M,4195,gujarath,natural
1987,10,17,F,4679,gujarath,natural
1987,10,17,M,4825,gujarath,natural
1987,10,18,F,4651,gujarath,natural
1987,10,18,M,5027,gujarath,natural
1987,10,19,F,4764,gujarath,natural
1987,10,19,M,4886,gujarath,natural
1987,10,20,F,4600,gujarath,natural
1987,10,20,M,4986,gujarath,natural
1987,10,21,F,4761,gujarath,natural
1987,10,21,M,4920,gujarath,natural
1987,10,22,F,4051,gujarath,natural
1987,10,22,M,4225,gujarath,natural
1987,10,23,F,3761,gujarath,accident
1987,10,23,M,4062,gujarath,accident
1987,10,24,F,4558,gujarath,accident
1987,10,24,M,4674,gujarath,accident
1987,10,25,F,4754,gujarath,accident
1987,10,25,M,5031,gujarath,accident
1987,10,26,F,4676,gujarath,accident
1987,10,26,M,4891,gujarath,accident
1987,10,27,F,4677,gujarath,accident
1987,10,27,M,4754,gujarath,accident
1987,10,28,F,4535,uttarakandh,accident
1987,10,28,M,4862,uttarakandh,accident
1987,10,29,F,3936,uttarakandh,accident
1987,10,29,M,4247,uttarakandh,suicide
1987,10,30,F,3872,uttarakandh,suicide
1987,10,30,M,4207,uttarakandh,suicide
1987,10,31,F,4366,uttarakandh,suicide
1987,10,31,M,4671,uttarakandh,suicide
1987,11,1,F,4731,uttarakandh,suicide
1987,11,1,M,4872,uttarakandh,suicide
1987,11,2,F,4479,uttarakandh,suicide
1987,11,2,M,4652,uttarakandh,suicide
1987,11,3,F,4576,uttarakandh,suicide
1987,11,3,M,4836,uttarakandh,suicide
1987,11,4,F,4641,uttarakandh,suicide
1987,11,4,M,4944,uttarakandh,suicide
1987,11,5,F,4071,uttarakandh,suicide
1987,11,5,M,4167,uttarakandh,suicide
1987,11,6,F,3803,uttarakandh,suicide
1987,11,6,M,4039,uttarakandh,suicide
1987,11,7,F,4573,uttarakandh,suicide
1987,11,7,M,4865,uttarakandh,homicide
1987,11,8,F,4806,uttarakandh,homicide
1987,11,8,M,4969,uttarakandh,homicide
1987,11,9,F,4503,uttarakandh,homicide
1987,11,9,M,4779,uttarakandh,homicide
1987,11,10,F,4569,uttarakandh,homicide
1987,11,10,M,4849,uttarakandh,homicide
1987,11,11,F,4536,uttarakandh,homicide
1987,11,11,M,4709,uttarakandh,homicide
1987,11,12,F,3958,uttarakandh,homicide
1987,11,12,M,4046,uttarakandh,homicide
1987,11,13,F,3801,uttarakandh,homicide
1987,11,13,M,4094,uttarakandh,homicide
1987,11,14,F,4479,uttarakandh,homicide
1987,11,14,M,4751,uttarakandh,homicide
1987,11,15,F,4849,uttarakandh,homicide
